"","x"
"265",585.433333333333
"266",312.233333333333
"267",302.4
"268",321.566666666667
"269",293.033333333333
"270",812.333333333333
"271",1451.43333333333
"272",2832.5
"273",1993.93333333333
"274",1348.2
"275",906.833333333333
"276",281.833333333333
"277",294.6
"278",253.866666666667
"279",334.9
"280",261.733333333333
"281",320.666666666667
"282",572.7
"283",2549
"284",2234.9
"285",2295.06666666667
"286",1512.73333333333
"287",1483.76666666667
"288",799.266666666667
"289",888.4
"290",316.733333333333
"291",256.433333333333
"292",297.866666666667
"293",289
"294",264.6
"295",315.166666666667
"296",1792.63333333333
"297",2655.53333333333
"298",1715.9
"299",3170.03333333333
"300",3563.06666666667
"301",1970.16666666667
"302",1639.2
"303",1629.7
"304",2071.66666666667
"305",2057.63333333333
"306",2798.06666666667
"307",1888.1
"308",3154.5
"309",4512.1
"310",4981.46666666667
"311",5814.26666666667
"312",5071.33333333333
"313",3340.56666666667
"314",2916
"315",2879.43333333333
"316",1121.73333333333
"317",1134.23333333333
"318",1194.1
"319",1576.1
"320",1141.06666666667
"321",1315.16666666667
"322",2226.03333333333
"323",1736.36666666667
"324",1008.56666666667
"325",712.5
"326",1298.7
"327",1827.46666666667
"328",2097.06666666667
"329",3425.8
"330",4211.13333333333
"331",3592.63333333333
"332",3291.5
"333",3192.9
"334",2107.63333333333
"335",1462.73333333333
"336",1374.53333333333
"337",1357.3
"338",1341.73333333333
"339",462
"340",289.866666666667
"341",291.6
"342",244
"343",308.333333333333
"344",1944.9
"345",2595.73333333333
"346",1595
"347",1855.26666666667
"348",1371.43333333333
"349",1131.03333333333
"350",652.1
"351",1484.13333333333
"352",1623.23333333333
"353",1542.33333333333
"354",1791.96666666667
"355",2247.83333333333
"356",2971.73333333333
"357",2742.56666666667
"358",1623.5
"359",1857.23333333333
"360",2486.46666666667
"361",387.366666666667
"362",299.266666666667
"363",308.5
"364",293.666666666667
"365",783.766666666667
"366",408.633333333333
"367",700.766666666667
"368",2484.23333333333
"369",1084.9
"370",887.6
"371",400.466666666667
"372",640.366666666667
"373",1934.66666666667
"374",944.966666666667
"375",1916.86666666667
"376",890.133333333333
"377",1648.96666666667
"378",2861.5
"379",3126.16666666667
"380",1959.5
"381",1396.83333333333
"382",1402.76666666667
"383",954.766666666667
"384",390.066666666667
"385",299.333333333333
"386",246.466666666667
"387",860.066666666667
"388",267.3
"389",286.7
"390",263.5
"391",876.8
"392",2235.8
"393",3119.93333333333
"394",3227.13333333333
"395",4085.76666666667
"396",2445.6
"397",1747.2
"398",1425.7
"399",1529.7
"400",3871.96666666667
"401",1888.5
"402",3066.86666666667
"403",1668.7
"404",2606.53333333333
"405",3220.83333333333
"406",3544.73333333333
"407",2720.66666666667
"408",1955.66666666667
"409",1401.66666666667
"410",1128.56666666667
"411",299.133333333333
"412",285.366666666667
"413",285.933333333333
"414",272.566666666667
"415",747.333333333333
"416",2621.73333333333
"417",1658.26666666667
"418",1326.56666666667
"419",866.133333333333
"420",279.633333333333
"421",305.033333333333
"422",506.1
"423",372.033333333333
"424",612.833333333333
"425",1633.06666666667
"426",2153.33333333333
"427",3133.46666666667
"428",2793
"429",2968.53333333333
"430",2778.8
"431",1403.63333333333
"432",524.966666666667
"433",305.366666666667
"434",316.333333333333
"435",304.766666666667
"436",308.566666666667
"437",317.266666666667
"438",300.433333333333
"439",800.666666666667
"440",2839.1
"441",2127.76666666667
"442",1832.96666666667
"443",1144.63333333333
"444",257.9
"445",302.5
"446",382.6
"447",423.033333333333
"448",358.666666666667
"449",1032.16666666667
"450",1340.46666666667
"451",734.866666666667
"452",960.766666666667
"453",1545.56666666667
"454",2422.63333333333
"455",2490.63333333333
"456",1824.33333333333
"457",1731.8
"458",1149.26666666667
"459",1038.4
"460",1120.33333333333
"461",1023.16666666667
"462",1051
"463",1107.03333333333
"464",2113.53333333333
"465",2035.13333333333
"466",2048.53333333333
"467",2279.73333333333
"468",2075.6
"469",1843.13333333333
"470",4251.03333333333
"471",2633.7
"472",1971.36666666667
"473",1952.53333333333
"474",2795.2
"475",4312.36666666667
"476",5343.03333333333
"477",3712.93333333333
"478",2425.73333333333
"479",1095.03333333333
"480",1119.26666666667
"481",1372.23333333333
"482",1500
"483",1567.46666666667
"484",1198.5
"485",1174.43333333333
"486",1206.23333333333
"487",1778.76666666667
"488",1087.93333333333
"489",1929.26666666667
"490",1925
"491",2130.56666666667
"492",2860.06666666667
"493",2696.7
"494",2763.9
"495",1925.73333333333
"496",1751.46666666667
"497",1228.33333333333
"498",2850.7
"499",3648.93333333333
"500",5330.43333333333
"501",6076.56666666667
"502",5910.76666666667
"503",2327.73333333333
"504",545.966666666667
"505",316.033333333333
"506",261.566666666667
"507",304.933333333333
"508",260.3
"509",303.8
"510",266.6
"511",993.666666666667
"512",1864.6
"513",3086.26666666667
"514",2422.1
"515",1894.96666666667
"516",1341.36666666667
"517",1353.8
"518",1097.5
"519",1437.8
"520",1421.06666666667
"521",1190.23333333333
"522",1147.3
"523",1363.4
"524",3699.23333333333
"525",4455.73333333333
"526",2573.56666666667
"527",1655.46666666667
"528",1630.26666666667
"529",2041
"530",538.666666666667
"531",472.333333333333
"532",470.366666666667
"533",465.033333333333
"534",466.433333333333
"535",454.633333333333
"536",2225.13333333333
"537",1662.83333333333
"538",1419.83333333333
"539",258.7
"540",299.733333333333
"541",268.333333333333
"542",288.8
"543",270.2
"544",289.366666666667
"545",339.9
"546",2004.96666666667
"547",2388.03333333333
"548",3640.96666666667
"549",3578.93333333333
"550",2919.46666666667
"551",1541
"552",1322.66666666667
"553",1847.4
"554",1586.86666666667
"555",1483.43333333333
"556",1479.3
"557",1445.3
"558",1445.73333333333
"559",1381.83333333333
"560",3523.7
"561",3758.16666666667
"562",3517.9
"563",2632.46666666667
"564",1558.33333333333
"565",2871.6
"566",1837.16666666667
"567",1579.63333333333
"568",2539.8
"569",2718.6
"570",1688.43333333333
"571",2170.23333333333
"572",2157.46666666667
"573",2963.96666666667
"574",1551.1
"575",924.1
"576",1135.03333333333
"577",595.9
"578",253.166666666667
"579",307.4
"580",260.4
"581",315.7
"582",260.133333333333
"583",511.4
"584",2621.16666666667
"585",1326.86666666667
"586",587
"587",268.9
"588",292.133333333333
"589",288.266666666667
"590",360.1
"591",1202.56666666667
"592",1718.8
"593",1491.23333333333
"594",1764.93333333333
"595",2416.06666666667
"596",3042.43333333333
"597",2029.6
"598",2298.56666666667
"599",1343.93333333333
"600",1049.06666666667
"601",292.9
"602",275.366666666667
"603",266.733333333333
"604",284.233333333333
"605",268.866666666667
"606",289.433333333333
"607",1098.1
"608",2266.36666666667
"609",511.766666666667
"610",801.466666666667
"611",800.066666666667
"612",2539.1
"613",1714.86666666667
"614",1589.46666666667
"615",1536.53333333333
"616",674.466666666667
"617",290.266666666667
"618",592.166666666667
"619",906.166666666667
"620",1736.7
"621",1477.3
"622",2607.4
"623",2395.2
"624",1751.26666666667
"625",514.766666666667
"626",428.766666666667
"627",262.7
"628",284.866666666667
"629",290.2
"630",285.066666666667
"631",532
"632",1531.86666666667
"633",2054.93333333333
"634",1845.96666666667
"635",1832.76666666667
"636",1578.66666666667
"637",1402.76666666667
"638",1541.86666666667
"639",3241.83333333333
"640",2088.76666666667
"641",2046.33333333333
"642",1434.5
"643",2048.4
"644",2110.76666666667
"645",2014.13333333333
"646",1046.43333333333
"647",562.766666666667
"648",3086.73333333333
"649",3172.06666666667
"650",1438.6
"651",1385.86666666667
"652",1442
"653",1448.83333333333
"654",1409.6
"655",1462.13333333333
"656",1368.06666666667
"657",2228.73333333333
"658",2171.3
"659",1771.26666666667
"660",2156.56666666667
"661",4195.83333333333
"662",3368.43333333333
"663",1775.46666666667
"664",2297.2
"665",2026.36666666667
"666",2515.93333333333
"667",3292.83333333333
"668",2497
"669",3791.2
"670",3078.7
"671",906.566666666667
"672",338.6
"673",276.933333333333
"674",312.7
"675",276.9
"676",316.5
"677",272.033333333333
"678",1064.23333333333
"679",494.433333333333
"680",1248.66666666667
"681",1572.63333333333
"682",1827.93333333333
"683",1516.96666666667
"684",1411.9
"685",1589.53333333333
"686",1771.66666666667
"687",1485.16666666667
"688",1468.83333333333
"689",1766.76666666667
"690",1654.23333333333
"691",2393.66666666667
"692",2888.46666666667
"693",3420.33333333333
"694",1739.9
"695",950.4
"696",1323.6
"697",382.066666666667
"698",317.2
"699",291.133333333333
"700",321.166666666667
"701",290.533333333333
"702",330.333333333333
"703",950.966666666667
"704",3025.1
"705",1507.9
"706",746.766666666667
"707",283.7
"708",493.966666666667
"709",643.6
"710",560.566666666667
"711",635.4
"712",820.266666666667
"713",1497.3
"714",1933.8
"715",3214.46666666667
"716",3064.26666666667
"717",2872.93333333333
"718",1673.26666666667
"719",1990.63333333333
"720",615.966666666667
"721",572.333333333333
"722",305.366666666667
"723",603.5
"724",547.833333333333
"725",312.7
"726",305.5
"727",423.433333333333
"728",1366.33333333333
"729",2385.93333333333
"730",1408.46666666667
"731",1376.5
"732",2837.83333333333
"733",3959.83333333333
"734",1782.7
"735",1854.03333333333
"736",3765.2
"737",2150.03333333333
"738",1704.66666666667
"739",3029.06666666667
"740",2525.9
"741",1159.66666666667
"742",2838.86666666667
"743",1861.96666666667
"744",318.2
"745",278.533333333333
"746",319.166666666667
"747",290.933333333333
"748",296.1
"749",304.433333333333
"750",671.4
"751",2219.43333333333
"752",3058.26666666667
"753",3297.33333333333
"754",2054.13333333333
"755",1474.33333333333
"756",1371.93333333333
"757",615.2
"758",298.066666666667
"759",309.9
"760",298
"761",332.566666666667
"762",805.4
"763",2580.93333333333
"764",2975.26666666667
"765",2129.46666666667
"766",1554.1
"767",1499.33333333333
"768",1378.43333333333
"769",767.2
"770",307.9
"771",290.133333333333
"772",314.533333333333
"773",290.5
"774",265.466666666667
"775",1254.1
"776",2276.06666666667
"777",1520.26666666667
"778",1496.93333333333
"779",1660.73333333333
"780",1305.46666666667
"781",648.833333333333
"782",1469.86666666667
"783",828.333333333333
"784",309.8
"785",374.6
"786",516.566666666667
"787",2289.1
"788",2116.9
"789",1099.53333333333
"790",588.366666666667
"791",2348.9
"792",3455.5
"793",3714.7
"794",3490.83333333333
"795",3498.26666666667
"796",2362.26666666667
"797",2188.2
"798",2326.46666666667
"799",2080.43333333333
"800",2048.96666666667
"801",2183.23333333333
"802",1462.26666666667
"803",1539.56666666667
"804",1648.9
"805",1579.46666666667
"806",1669.83333333333
"807",3927.23333333333
"808",2338.63333333333
"809",2546.43333333333
"810",2443.4
"811",5021.13333333333
"812",5814.66666666667
"813",3491.36666666667
"814",3700.73333333333
"815",3350.93333333333
"816",2734.1
"817",5073.33333333333
"818",4159.33333333333
"819",2356.1
"820",1949.16666666667
"821",1962
"822",2010.2
"823",2927.83333333333
"824",1921.56666666667
"825",2265.5
"826",2726.8
"827",2411.3
"828",1180.4
"829",2146.06666666667
"830",1955
"831",1486.53333333333
"832",2474.86666666667
"833",3566.43333333333
"834",2299.66666666667
"835",2676.2
"836",3126.26666666667
"837",3142.1
"838",2398
"839",1581.23333333333
"840",2136.43333333333
"841",407.533333333333
"842",345.166666666667
"843",367.066666666667
"844",375.666666666667
"845",348.466666666667
"846",1152.46666666667
"847",610.933333333333
"848",1659.53333333333
"849",2985.33333333333
"850",1360.03333333333
"851",1358.66666666667
"852",301.833333333333
"853",760.7
"854",632.166666666667
"855",1087.53333333333
"856",1609.63333333333
"857",832.966666666667
"858",761.733333333333
"859",998.4
"860",2224.36666666667
"861",3442.43333333333
"862",2335.03333333333
"863",1043.86666666667
"864",419.8
"865",401.6
"866",774.166666666667
"867",324.933333333333
"868",296.133333333333
"869",271.1
"870",318.833333333333
"871",596.633333333333
"872",1388.23333333333
"873",1856.1
"874",907.766666666667
"875",684.666666666667
"876",738.533333333333
"877",548.3
"878",850.8
"879",1156.7
"880",1582.1
"881",689.933333333333
"882",678.866666666667
"883",669.333333333333
"884",631.033333333333
"885",1896.7
"886",2779.06666666667
"887",888.9
"888",294.233333333333
"889",310.1
"890",268.066666666667
"891",326.8
"892",273.9
"893",279.533333333333
"894",334.566666666667
"895",2231.9
"896",2769.83333333333
"897",2190.43333333333
"898",1893.3
"899",1350.33333333333
"900",2281.83333333333
"901",2078.6
"902",1667.36666666667
"903",1646.23333333333
"904",2618.83333333333
"905",1956.66666666667
"906",1221.2
"907",1772.06666666667
"908",2450.33333333333
"909",1785.2
"910",3732.9
"911",2502.2
"912",858.1
"913",303.6
"914",292.7
"915",267.133333333333
"916",340.9
"917",328.033333333333
"918",744.433333333333
"919",1169.86666666667
"920",1915.6
"921",1738.76666666667
"922",1449.43333333333
"923",1338.83333333333
"924",1321.46666666667
"925",1388.16666666667
"926",402.9
"927",335.433333333333
"928",601.3
"929",650
"930",1768.86666666667
"931",1772.16666666667
"932",3362.53333333333
"933",2978.6
"934",2730.13333333333
"935",2026.2
"936",796.5
"937",320.566666666667
"938",291.266666666667
"939",342.666666666667
"940",274.5
"941",279.7
"942",304.633333333333
"943",1086.33333333333
"944",2382.26666666667
"945",1658.1
"946",1338.93333333333
"947",1330.2
"948",1387.4
"949",989.166666666667
"950",1027.7
"951",1417.96666666667
"952",684.7
"953",351.366666666667
"954",325.466666666667
"955",545.8
"956",1572.56666666667
"957",2384.53333333333
"958",2251.03333333333
"959",3835.76666666667
"960",620.666666666667
"961",372.266666666667
"962",323.333333333333
"963",375.766666666667
"964",334.8
"965",337.633333333333
"966",353.366666666667
"967",887.933333333333
"968",1467.63333333333
"969",1667.1
"970",1797.06666666667
"971",2268.7
"972",2552.36666666667
"973",2789.93333333333
"974",2035.16666666667
"975",2069.7
"976",1510.53333333333
"977",1500.26666666667
"978",1802.06666666667
"979",3515.96666666667
"980",4711.46666666667
"981",4069.73333333333
"982",2560.46666666667
"983",4690.5
"984",3161.7
"985",2324.66666666667
"986",2000.2
"987",1968.5
"988",1951.53333333333
"989",2075.96666666667
"990",2732.43333333333
"991",2513.43333333333
"992",2408.36666666667
"993",2654.13333333333
"994",2680.93333333333
"995",2100.86666666667
"996",3439.86666666667
"997",3791.26666666667
"998",2973.8
"999",3431.13333333333
"1000",2934.46666666667
"1001",438.5
"1002",1532.86666666667
"1003",3026.76666666667
"1004",3484.8
"1005",3162
"1006",2632.76666666667
"1007",1842.83333333333
"1008",1418.36666666667
"1009",1436.03333333333
"1010",451.366666666667
"1011",332.366666666667
"1012",346.433333333333
"1013",301.5
"1014",316.666666666667
"1015",1813.5
"1016",2465.96666666667
"1017",2172
"1018",1993.33333333333
"1019",1341.7
"1020",1375.63333333333
"1021",921.566666666667
"1022",728.366666666667
"1023",1308.96666666667
"1024",1388.8
"1025",770.533333333333
"1026",721.766666666667
"1027",1023.36666666667
"1028",2255.63333333333
"1029",3605.56666666667
"1030",2354.13333333333
"1031",948.333333333333
"1032",919.966666666667
"1033",275.866666666667
"1034",318.2
"1035",288.866666666667
"1036",296.933333333333
"1037",279.433333333333
"1038",285.4
"1039",944.3
"1040",1672.96666666667
"1041",1020.56666666667
"1042",527.966666666667
"1043",495.6
"1044",582.066666666667
"1045",530.666666666667
"1046",322.2
"1047",767.766666666667
"1048",440.2
"1049",1242.76666666667
"1050",1495.93333333333
"1051",2246.53333333333
"1052",2459.63333333333
"1053",1439.93333333333
"1054",3545.3
"1055",866.8
"1056",1229.86666666667
"1057",347.466666666667
"1058",283.933333333333
"1059",290.066666666667
"1060",320.266666666667
"1061",286.6
"1062",289.166666666667
"1063",1635.13333333333
"1064",2716.5
"1065",2548.63333333333
"1066",1906
"1067",1325.6
"1068",1910.06666666667
"1069",3451.26666666667
"1070",2489.7
"1071",2430.23333333333
"1072",4364.13333333333
"1073",2181.03333333333
"1074",978.566666666667
"1075",2416.5
"1076",2329.73333333333
"1077",1819.83333333333
"1078",3397.36666666667
"1079",1586.66666666667
"1080",340.066666666667
"1081",420.033333333333
"1082",404.366666666667
"1083",364.7
"1084",314.466666666667
"1085",292.433333333333
"1086",1067.8
"1087",1686.56666666667
"1088",2329.83333333333
"1089",1450.4
"1090",1434.46666666667
"1091",1369.7
"1092",1383.1
"1093",1423.63333333333
"1094",1067.16666666667
"1095",326.766666666667
"1096",321.1
"1097",460.533333333333
"1098",415.466666666667
"1099",1777.53333333333
"1100",4110.8
"1101",3617.76666666667
"1102",2962.3
"1103",2424.13333333333
"1104",1664.03333333333
"1105",1562.2
"1106",825.866666666667
"1107",531.066666666667
"1108",500.633333333333
"1109",490.366666666667
"1110",582.233333333333
"1111",3326.46666666667
"1112",2419.86666666667
"1113",335
"1114",343.966666666667
"1115",355.3
"1116",989.366666666667
"1117",332.733333333333
"1118",364.933333333333
"1119",329.1
"1120",325.233333333333
"1121",342.6
"1122",412.766666666667
"1123",1410.13333333333
"1124",3129.73333333333
"1125",2826.4
"1126",2795.13333333333
"1127",2036.63333333333
"1128",1807.73333333333
"1129",1513.63333333333
"1130",1118.7
"1131",287.2
"1132",323.8
"1133",314.333333333333
"1134",479.866666666667
"1135",487.133333333333
"1136",973.366666666667
"1137",2610.33333333333
"1138",2065.43333333333
"1139",813.533333333333
"1140",286.133333333333
"1141",447.3
"1142",2270.23333333333
"1143",1616.8
"1144",1802.16666666667
"1145",569
"1146",436.6
"1147",1097.06666666667
"1148",2694.43333333333
"1149",1874.06666666667
"1150",2750.56666666667
"1151",3848.26666666667
"1152",3935.23333333333
"1153",4465
"1154",3888.36666666667
"1155",2414
"1156",1375.36666666667
"1157",304.766666666667
"1158",842.666666666667
"1159",3590.26666666667
"1160",2423.93333333333
"1161",3395.96666666667
"1162",3422.6
"1163",4200.56666666667
"1164",2456.4
"1165",3660.93333333333
"1166",3336.93333333333
"1167",3545.93333333333
"1168",1647.3
"1169",2161.36666666667
"1170",2142.66666666667
"1171",3401.36666666667
"1172",3946.03333333333
"1173",3400.86666666667
"1174",2628.33333333333
"1175",790.9
"1176",386.833333333333
"1177",366.666666666667
"1178",841.533333333333
"1179",303.766666666667
"1180",352.5
"1181",333.166666666667
"1182",312.3
"1183",1391.9
"1184",1947.8
"1185",1623.9
"1186",1354.7
"1187",1425.76666666667
"1188",1399.56666666667
"1189",1807.16666666667
"1190",987.966666666667
"1191",345.666666666667
"1192",296.533333333333
"1193",328.366666666667
"1194",579.266666666667
"1195",3410.66666666667
"1196",4263.56666666667
"1197",3973.4
"1198",3657.86666666667
"1199",2638.33333333333
"1200",2501.2
"1201",2488.73333333333
"1202",2396.46666666667
"1203",2444.56666666667
"1204",2847.33333333333
"1205",2666.26666666667
"1206",2363.46666666667
"1207",2858.7
"1208",4416.6
"1209",3482.26666666667
"1210",2669.66666666667
"1211",1766.86666666667
"1212",1685.3
"1213",1638.13333333333
"1214",1948.86666666667
"1215",1563.93333333333
"1216",381.166666666667
"1217",426.366666666667
"1218",433.2
"1219",1001.3
"1220",2031.2
"1221",4404.7
"1222",2803.93333333333
"1223",1993.9
"1224",1785.86666666667
"1225",319.566666666667
"1226",304.333333333333
"1227",935.166666666667
"1228",307.433333333333
"1229",308.433333333333
"1230",276.533333333333
"1231",615.266666666667
"1232",2095.73333333333
"1233",1432.4
"1234",1338.16666666667
"1235",1422.1
"1236",697.666666666667
"1237",804.366666666667
"1238",435.7
"1239",336.5
"1240",1700.63333333333
"1241",1828.3
"1242",2038.36666666667
"1243",2859.23333333333
"1244",3020.83333333333
"1245",4016.13333333333
"1246",2113.13333333333
"1247",2661.46666666667
"1248",2680.43333333333
"1249",1987.76666666667
"1250",2345.06666666667
"1251",2348.4
"1252",2373.73333333333
"1253",2298.86666666667
"1254",2348.36666666667
"1255",3550.9
"1256",3963.53333333333
"1257",3511.33333333333
"1258",1635
"1259",1462.73333333333
"1260",1526.5
"1261",1675.13333333333
"1262",341.466666666667
"1263",608.266666666667
"1264",487.9
"1265",707.666666666667
"1266",702.633333333333
"1267",1614.06666666667
"1268",4490.03333333333
"1269",3460.83333333333
"1270",6363.86666666667
"1271",3499.9
"1272",2955.53333333333
"1273",1016.93333333333
"1274",296.3
"1275",311.633333333333
"1276",279
"1277",324.3
"1278",262.733333333333
"1279",286.8
"1280",2339.36666666667
"1281",2005.8
"1282",1667.03333333333
"1283",1524.76666666667
"1284",1256.8
"1285",1453.73333333333
"1286",1516.5
"1287",1403.16666666667
"1288",1398.63333333333
"1289",1389.5
"1290",715.766666666667
"1291",337.466666666667
"1292",281.5
"1293",309.933333333333
"1294",326.833333333333
"1295",343.966666666667
"1296",842.866666666667
"1297",382.066666666667
"1298",303.433333333333
"1299",284.6
"1300",1142.66666666667
"1301",393.333333333333
"1302",264.433333333333
"1303",306.9
"1304",505.133333333333
"1305",2023.3
"1306",1786.53333333333
"1307",293.6
"1308",292.733333333333
"1309",264.2
"1310",314.133333333333
"1311",264.366666666667
"1312",284.566666666667
"1313",285.433333333333
"1314",719.266666666667
"1315",435.733333333333
"1316",248.8
"1317",281.466666666667
"1318",290.033333333333
"1319",249.366666666667
"1320",299.266666666667
"1321",279.7
"1322",294.766666666667
"1323",267.333333333333
"1324",744.233333333333
"1325",583.6
"1326",274.5
"1327",302.233333333333
"1328",253.2
"1329",285.133333333333
"1330",295.5
"1331",254.666666666667
"1332",313.6
"1333",263.366666666667
"1334",270.6
"1335",1202.8
"1336",266.2
"1337",289.2
"1338",264.9
"1339",273.233333333333
"1340",281.666666666667
"1341",268.2
"1342",300.933333333333
"1343",253.933333333333
"1344",278.833333333333
"1345",538.566666666667
"1346",947.4
"1347",296.5
"1348",268.533333333333
"1349",261.9
"1350",279.533333333333
"1351",284.366666666667
"1352",287.933333333333
"1353",248.8
"1354",276.633333333333
"1355",277.1
"1356",772.733333333333
"1357",756.766666666667
"1358",262.6
"1359",263.3
"1360",302.766666666667
"1361",273.933333333333
"1362",290
"1363",264.833333333333
"1364",262.766666666667
"1365",281.033333333333
"1366",267.3
"1367",906.666666666667
"1368",602.766666666667
"1369",259.066666666667
"1370",311.133333333333
"1371",260.866666666667
"1372",289.666666666667
"1373",276.6
"1374",250.1
"1375",292.266666666667
"1376",279.7
"1377",284.333333333333
"1378",1112.13333333333
"1379",375.033333333333
"1380",300.2
"1381",270.366666666667
"1382",293.366666666667
"1383",285.133333333333
"1384",257.7
"1385",307.033333333333
"1386",282.833333333333
"1387",267.9
"1388",310.7
"1389",1215.9
"1390",294.533333333333
"1391",267.566666666667
"1392",291.066666666667
"1393",291.033333333333
"1394",259.2
"1395",319.833333333333
"1396",271.4
"1397",261.733333333333
"1398",297.9
"1399",346.8
"1400",1205.5
"1401",263.4
"1402",270.866666666667
"1403",290
"1404",252.6
"1405",316.8
"1406",262.6
"1407",252.5
"1408",300.833333333333
"1409",268.633333333333
"1410",303.7
"1411",1250.03333333333
"1412",268.5
"1413",285.966666666667
"1414",257.166666666667
"1415",315.033333333333
"1416",267.533333333333
"1417",257.166666666667
"1418",308.066666666667
"1419",277.066666666667
